home_team,home_team_state,away_team,away_team_state,home_goal,away_goal,season,round,result
Flamengo-RJ,RJ,Vitoria-BA,BA,1,0,2016,5,1
Palmeiras-SP,SP,Gremio-RS,RS,4,3,2016,5,1
Atletico-PR,PR,Santa Cruz-PE,PE,1,0,2016,6,1
Chapecoense-SC,SC,Fluminense-RJ,RJ,0,0,2016,6,0
Corinthians-SP,SP,Coritiba-PR,PR,2,1,2016,6,1
America-MG,MG,Figueirense-SC,SC,1,0,2016,6,1
Santos-SP,SP,Botafogo-RJ,RJ,3,0,2016,6,1
Flamengo-RJ,RJ,Palmeiras-SP,SP,1,2,2016,6,0
Vitoria-BA,BA,Internacional-RS,RS,1,0,2016,6,1
Sport-PE,PE,Atletico-MG,MG,4,4,2016,6,0
Gremio-RS,RS,Ponte Preta-SP,SP,1,0,2016,6,1
Cruzeiro-MG,MG,Sao Paulo-SP,SP,0,1,2016,6,0
Internacional-RS,RS,America-MG,MG,3,1,2016,7,1
Ponte Preta-SP,SP,Chapecoense-SC,SC,2,1,2016,7,1
Fluminense-RJ,RJ,Gremio-RS,RS,1,1,2016,7,0
Sao Paulo-SP,SP,Atletico-PR,PR,1,2,2016,7,0
Coritiba-PR,PR,Sport-PE,PE,3,2,2016,7,1
Botafogo-RJ,RJ,Vitoria-BA,BA,1,1,2016,7,0
Figueirense-SC,SC,Flamengo-RJ,RJ,1,0,2016,7,1
Atletico-MG,MG,Cruzeiro-MG,MG,2,3,2016,7,0
Palmeiras-SP,SP,Corinthians-SP,SP,1,0,2016,7,1
Santa Cruz-PE,PE,Santos-SP,SP,0,2,2016,7,0
Chapecoense-SC,SC,Gremio-RS,RS,3,3,2016,8,0
Ponte Preta-SP,SP,Atletico-PR,PR,3,2,2016,8,1
Sao Paulo-SP,SP,Vitoria-BA,BA,2,0,2016,8,1
Santos-SP,SP,Sport-PE,PE,2,0,2016,8,1
Santa Cruz-PE,PE,Figueirense-SC,SC,1,0,2016,8,1
Botafogo-RJ,RJ,America-MG,MG,3,1,2016,8,1
Cruzeiro-MG,MG,Flamengo-RJ,RJ,0,1,2016,8,0
Coritiba-PR,PR,Palmeiras-SP,SP,2,2,2016,8,0
Internacional-RS,RS,Atletico-MG,MG,2,0,2016,8,1
Fluminense-RJ,RJ,Corinthians-SP,SP,1,0,2016,8,1
Palmeiras-SP,SP,Santa Cruz-PE,PE,3,1,2016,9,1
Atletico-PR,PR,Santos-SP,SP,1,0,2016,9,1
America-MG,MG,Coritiba-PR,PR,2,1,2016,9,1
Vitoria-BA,BA,Chapecoense-SC,SC,1,2,2016,9,0
Atletico-MG,MG,Ponte Preta-SP,SP,3,0,2016,9,1
Corinthians-SP,SP,Botafogo-RJ,RJ,3,1,2016,9,1
Flamengo-RJ,RJ,Sao Paulo-SP,SP,2,2,2016,9,0
Figueirense-SC,SC,Internacional-RS,RS,3,2,2016,9,1
Sport-PE,PE,Fluminense-RJ,RJ,2,1,2016,9,1
Gremio-RS,RS,Cruzeiro-MG,MG,2,0,2016,9,1
Palmeiras-SP,SP,America-MG,MG,2,0,2016,10,1
Chapecoense-SC,SC,Atletico-PR,PR,0,0,2016,10,0
Ponte Preta-SP,SP,Cruzeiro-MG,MG,0,4,2016,10,0
Botafogo-RJ,RJ,Figueirense-SC,SC,0,0,2016,10,0
Santa Cruz-PE,PE,Flamengo-RJ,RJ,0,1,2016,10,0
Fluminense-RJ,RJ,Santos-SP,SP,2,4,2016,10,0
Atletico-MG,MG,Corinthians-SP,SP,2,1,2016,10,1
Gremio-RS,RS,Vitoria-BA,BA,1,2,2016,10,0
Sao Paulo-SP,SP,Sport-PE,PE,0,0,2016,10,0
Coritiba-PR,PR,Internacional-RS,RS,1,1,2016,10,0
Cruzeiro-MG,MG,Palmeiras-SP,SP,2,1,2016,11,1
Corinthians-SP,SP,Santa Cruz-PE,PE,2,1,2016,11,1
America-MG,MG,Atletico-MG,MG,0,1,2016,11,0
Vitoria-BA,BA,Ponte Preta-SP,SP,1,1,2016,11,0
Flamengo-RJ,RJ,Fluminense-RJ,RJ,1,2,2016,11,0
Santos-SP,SP,Sao Paulo-SP,SP,3,0,2016,11,1
Internacional-RS,RS,Botafogo-RJ,RJ,2,3,2016,11,0
Atletico-PR,PR,Gremio-RS,RS,2,0,2016,11,1
Sport-PE,PE,Chapecoense-SC,SC,5,1,2016,11,1
Figueirense-SC,SC,Coritiba-PR,PR,0,0,2016,11,0
Vitoria-BA,BA,Sport-PE,PE,3,2,2016,12,1
Gremio-RS,RS,Santos-SP,SP,3,2,2016,12,1
Flamengo-RJ,RJ,Internacional-RS,RS,1,0,2016,12,1
Chapecoense-SC,SC,Cruzeiro-MG,MG,3,2,2016,12,1
Coritiba-PR,PR,Atletico-PR,PR,1,0,2016,12,1
Sao Paulo-SP,SP,Fluminense-RJ,RJ,2,1,2016,12,1
America-MG,MG,Corinthians-SP,SP,0,2,2016,12,0
Santa Cruz-PE,PE,Ponte Preta-SP,SP,0,3,2016,12,0
Palmeiras-SP,SP,Figueirense-SC,SC,4,0,2016,12,1
Atletico-MG,MG,Botafogo-RJ,RJ,5,3,2016,12,1
Fluminense-RJ,RJ,Coritiba-PR,PR,0,0,2016,13,0
Atletico-PR,PR,America-MG,MG,1,0,2016,13,1
Cruzeiro-MG,MG,Vitoria-BA,BA,2,2,2016,13,0
Internacional-RS,RS,Gremio-RS,RS,0,1,2016,13,0
Santos-SP,SP,Chapecoense-SC,SC,3,0,2016,13,1
Botafogo-RJ,RJ,Santa Cruz-PE,PE,2,1,2016,13,1
Corinthians-SP,SP,Flamengo-RJ,RJ,4,0,2016,13,1
Ponte Preta-SP,SP,Sao Paulo-SP,SP,1,0,2016,13,1
Figueirense-SC,SC,Atletico-MG,MG,1,1,2016,13,0
Sport-PE,PE,Palmeiras-SP,SP,1,3,2016,13,0
Coritiba-PR,PR,Botafogo-RJ,RJ,0,0,2016,14,0
Chapecoense-SC,SC,Corinthians-SP,SP,0,2,2016,14,0
Ponte Preta-SP,SP,Sport-PE,PE,2,1,2016,14,1
Flamengo-RJ,RJ,Atletico-MG,MG,2,0,2016,14,1
Gremio-RS,RS,Figueirense-SC,SC,2,1,2016,14,1
Sao Paulo-SP,SP,America-MG,MG,3,0,2016,14,1
Santa Cruz-PE,PE,Internacional-RS,RS,1,0,2016,14,1
Vitoria-BA,BA,Fluminense-RJ,RJ,0,0,2016,14,0
Cruzeiro-MG,MG,Atletico-PR,PR,0,3,2016,14,0
Palmeiras-SP,SP,Santos-SP,SP,1,1,2016,14,0
Botafogo-RJ,RJ,Flamengo-RJ,RJ,3,3,2016,15,0
Santos-SP,SP,Ponte Preta-SP,SP,3,1,2016,15,1
America-MG,MG,Santa Cruz-PE,PE,0,3,2016,15,0
Fluminense-RJ,RJ,Cruzeiro-MG,MG,2,0,2016,15,1
Internacional-RS,RS,Palmeiras-SP,SP,0,1,2016,15,0
Corinthians-SP,SP,Sao Paulo-SP,SP,1,1,2016,15,0
Atletico-PR,PR,Vitoria-BA,BA,1,1,2016,15,0
Figueirense-SC,SC,Chapecoense-SC,SC,1,1,2016,15,0
Sport-PE,PE,Gremio-RS,RS,4,2,2016,15,1
Atletico-MG,MG,Coritiba-PR,PR,2,1,2016,15,1
Corinthians-SP,SP,Figueirense-SC,SC,1,1,2016,16,0
Santa Cruz-PE,PE,Coritiba-PR,PR,0,1,2016,16,0
Palmeiras-SP,SP,Atletico-MG,MG,0,1,2016,16,0
Ponte Preta-SP,SP,Internacional-RS,RS,2,2,2016,16,0
Chapecoense-SC,SC,Botafogo-RJ,RJ,2,1,2016,16,1
Atletico-PR,PR,Fluminense-RJ,RJ,1,0,2016,16,1
Gremio-RS,RS,Sao Paulo-SP,SP,1,0,2016,16,1
Cruzeiro-MG,MG,Sport-PE,PE,1,2,2016,16,0
Vitoria-BA,BA,Santos-SP,SP,2,3,2016,16,0
Flamengo-RJ,RJ,America-MG,MG,2,1,2016,16,1
Figueirense-SC,SC,Vitoria-BA,BA,1,0,2016,17,1
Sport-PE,PE,Atletico-PR,PR,2,0,2016,17,1
Atletico-MG,MG,Santa Cruz-PE,PE,3,0,2016,17,1
Fluminense-RJ,RJ,Ponte Preta-SP,SP,3,0,2016,17,1
Sao Paulo-SP,SP,Chapecoense-SC,SC,2,2,2016,17,0
Santos-SP,SP,Cruzeiro-MG,MG,2,0,2016,17,1
Internacional-RS,RS,Corinthians-SP,SP,0,1,2016,17,0
Coritiba-PR,PR,Flamengo-RJ,RJ,0,2,2016,17,0
Botafogo-RJ,RJ,Palmeiras-SP,SP,3,1,2016,17,1
America-MG,MG,Gremio-RS,RS,0,0,2016,17,0
Vitoria-BA,BA,Coritiba-PR,PR,3,1,2016,18,1
Sport-PE,PE,America-MG,MG,1,1,2016,18,0
Santos-SP,SP,Flamengo-RJ,RJ,0,0,2016,18,0
Atletico-PR,PR,Corinthians-SP,SP,2,0,2016,18,1
Ponte Preta-SP,SP,Botafogo-RJ,RJ,2,0,2016,18,1
Sao Paulo-SP,SP,Atletico-MG,MG,1,2,2016,18,0
Gremio-RS,RS,Santa Cruz-PE,PE,0,0,2016,18,0
Cruzeiro-MG,MG,Internacional-RS,RS,4,2,2016,18,1
Chapecoense-SC,SC,Palmeiras-SP,SP,1,1,2016,18,0
Fluminense-RJ,RJ,Figueirense-SC,SC,3,2,2016,18,1
Flamengo-RJ,RJ,Atletico-PR,PR,1,0,2016,19,1
America-MG,MG,Santos-SP,SP,1,0,2016,19,1
Palmeiras-SP,SP,Vitoria-BA,BA,2,1,2016,19,1
Coritiba-PR,PR,Ponte Preta-SP,SP,3,1,2016,19,1
Internacional-RS,RS,Fluminense-RJ,RJ,2,2,2016,19,0
Santa Cruz-PE,PE,Sao Paulo-SP,SP,1,2,2016,19,0
Figueirense-SC,SC,Sport-PE,PE,1,1,2016,19,0
Atletico-MG,MG,Chapecoense-SC,SC,3,1,2016,19,1
Corinthians-SP,SP,Cruzeiro-MG,MG,1,1,2016,19,0
Botafogo-RJ,RJ,Gremio-RS,RS,2,1,2016,19,1
Sport-PE,PE,Flamengo-RJ,RJ,1,0,2016,20,1
Ponte Preta-SP,SP,Figueirense-SC,SC,2,0,2016,20,1
Gremio-RS,RS,Corinthians-SP,SP,3,0,2016,20,1
Fluminense-RJ,RJ,America-MG,MG,1,0,2016,20,1
Cruzeiro-MG,MG,Coritiba-PR,PR,2,2,2016,20,0
Santos-SP,SP,Atletico-MG,MG,3,0,2016,20,1
Vitoria-BA,BA,Santa Cruz-PE,PE,2,2,2016,20,0
Sao Paulo-SP,SP,Botafogo-RJ,RJ,0,1,2016,20,0
Atletico-PR,PR,Palmeiras-SP,SP,0,1,2016,20,0
Chapecoense-SC,SC,Internacional-RS,RS,1,0,2016,20,1
America-MG,MG,Chapecoense-SC,SC,1,2,2016,21,0
Botafogo-RJ,RJ,Sport-PE,PE,3,0,2016,21,1
Atletico-MG,MG,Atletico-PR,PR,1,0,2016,21,1
Flamengo-RJ,RJ,Gremio-RS,RS,2,1,2016,21,1
Santa Cruz-PE,PE,Fluminense-RJ,RJ,0,1,2016,21,0
Internacional-RS,RS,Sao Paulo-SP,SP,1,1,2016,21,0
Palmeiras-SP,SP,Ponte Preta-SP,SP,2,2,2016,21,0
Coritiba-PR,PR,Santos-SP,SP,2,1,2016,21,1
Figueirense-SC,SC,Cruzeiro-MG,MG,1,2,2016,21,0
Corinthians-SP,SP,Vitoria-BA,BA,2,1,2016,21,1
Ponte Preta-SP,SP,Corinthians-SP,SP,2,0,2016,22,1
Cruzeiro-MG,MG,Santa Cruz-PE,PE,2,0,2016,22,1
Santos-SP,SP,Figueirense-SC,SC,0,1,2016,22,0
Gremio-RS,RS,Atletico-MG,MG,1,1,2016,22,0
Chapecoense-SC,SC,Flamengo-RJ,RJ,1,3,2016,22,0
Fluminense-RJ,RJ,Palmeiras-SP,SP,0,2,2016,22,0
Sao Paulo-SP,SP,Coritiba-PR,PR,0,0,2016,22,0
Vitoria-BA,BA,America-MG,MG,2,1,2016,22,1
Sport-PE,PE,Internacional-RS,RS,1,1,2016,22,0
Atletico-PR,PR,Botafogo-RJ,RJ,1,0,2016,22,1
Botafogo-RJ,RJ,Fluminense-RJ,RJ,1,0,2016,23,1
Figueirense-SC,SC,Atletico-PR,PR,1,0,2016,23,1
Santa Cruz-PE,PE,Chapecoense-SC,SC,2,2,2016,23,0
Atletico-MG,MG,Vitoria-BA,BA,2,1,2016,23,1
Flamengo-RJ,RJ,Ponte Preta-SP,SP,2,1,2016,23,1
Palmeiras-SP,SP,Sao Paulo-SP,SP,2,1,2016,23,1
Coritiba-PR,PR,Gremio-RS,RS,4,0,2016,23,1
Corinthians-SP,SP,Sport-PE,PE,3,0,2016,23,1
Internacional-RS,RS,Santos-SP,SP,2,1,2016,23,1
America-MG,MG,Cruzeiro-MG,MG,0,2,2016,23,0
Vitoria-BA,BA,Flamengo-RJ,RJ,1,2,2016,24,0
Sao Paulo-SP,SP,Figueirense-SC,SC,3,1,2016,24,1
Chapecoense-SC,SC,Coritiba-PR,PR,1,0,2016,24,1
Santos-SP,SP,Corinthians-SP,SP,2,1,2016,24,1
Cruzeiro-MG,MG,Botafogo-RJ,RJ,0,2,2016,24,0
Atletico-PR,PR,Internacional-RS,RS,2,1,2016,24,1
Sport-PE,PE,Santa Cruz-PE,PE,5,3,2016,24,1
Gremio-RS,RS,Palmeiras-SP,SP,0,0,2016,24,0
Ponte Preta-SP,SP,America-MG,MG,1,1,2016,24,0
Fluminense-RJ,RJ,Atletico-MG,MG,4,2,2016,24,1
Figueirense-SC,SC,America-MG,MG,2,2,2016,25,0
Botafogo-RJ,RJ,Santos-SP,SP,0,1,2016,25,0
Santa Cruz-PE,PE,Atletico-PR,PR,1,0,2016,25,1
Ponte Preta-SP,SP,Gremio-RS,RS,3,0,2016,25,1
Palmeiras-SP,SP,Flamengo-RJ,RJ,1,1,2016,25,0
Coritiba-PR,PR,Corinthians-SP,SP,1,1,2016,25,0
Fluminense-RJ,RJ,Chapecoense-SC,SC,1,2,2016,25,0
Atletico-MG,MG,Sport-PE,PE,1,0,2016,25,1
Internacional-RS,RS,Vitoria-BA,BA,0,1,2016,25,0
Sao Paulo-SP,SP,Cruzeiro-MG,MG,1,0,2016,25,1
Corinthians-SP,SP,Palmeiras-SP,SP,0,2,2016,26,0
Flamengo-RJ,RJ,Figueirense-SC,SC,2,0,2016,26,1
Sport-PE,PE,Coritiba-PR,PR,0,1,2016,26,0
Chapecoense-SC,SC,Ponte Preta-SP,SP,2,2,2016,26,0
Cruzeiro-MG,MG,Atletico-MG,MG,1,1,2016,26,0
Gremio-RS,RS,Fluminense-RJ,RJ,0,1,2016,26,0
Atletico-PR,PR,Sao Paulo-SP,SP,1,0,2016,26,1
Santos-SP,SP,Santa Cruz-PE,PE,3,2,2016,26,1
Vitoria-BA,BA,Botafogo-RJ,RJ,0,1,2016,26,0
America-MG,MG,Internacional-RS,RS,1,0,2016,26,1
Palmeiras-SP,SP,Coritiba-PR,PR,2,1,2016,27,1
Sport-PE,PE,Santos-SP,SP,1,0,2016,27,1
America-MG,MG,Botafogo-RJ,RJ,1,0,2016,27,1
Atletico-PR,PR,Ponte Preta-SP,SP,3,0,2016,27,1
Figueirense-SC,SC,Santa Cruz-PE,PE,3,1,2016,27,1
Corinthians-SP,SP,Fluminense-RJ,RJ,0,1,2016,27,0
Flamengo-RJ,RJ,Cruzeiro-MG,MG,2,1,2016,27,1
Gremio-RS,RS,Chapecoense-SC,SC,1,0,2016,27,1
Vitoria-BA,BA,Sao Paulo-SP,SP,2,0,2016,27,1
Atletico-MG,MG,Internacional-RS,RS,3,1,2016,27,1
Fluminense-RJ,RJ,Sport-PE,PE,3,1,2016,28,1
Santos-SP,SP,Atletico-PR,PR,2,0,2016,28,1
Sao Paulo-SP,SP,Flamengo-RJ,RJ,0,0,2016,28,0
Chapecoense-SC,SC,Vitoria-BA,BA,1,4,2016,28,0
Botafogo-RJ,RJ,Corinthians-SP,SP,2,0,2016,28,1
Ponte Preta-SP,SP,Atletico-MG,MG,1,2,2016,28,0
Cruzeiro-MG,MG,Gremio-RS,RS,1,0,2016,28,1
Internacional-RS,RS,Figueirense-SC,SC,1,0,2016,28,1
Santa Cruz-PE,PE,Palmeiras-SP,SP,2,3,2016,28,0
Coritiba-PR,PR,America-MG,MG,3,0,2016,28,1
Atletico-PR,PR,Chapecoense-SC,SC,3,1,2016,29,1
Vitoria-BA,BA,Gremio-RS,RS,0,1,2016,29,0
Santos-SP,SP,Fluminense-RJ,RJ,2,1,2016,29,1
Corinthians-SP,SP,Atletico-MG,MG,0,0,2016,29,0
Sport-PE,PE,Sao Paulo-SP,SP,1,1,2016,29,0
Internacional-RS,RS,Coritiba-PR,PR,1,0,2016,29,1
Cruzeiro-MG,MG,Ponte Preta-SP,SP,2,0,2016,29,1
America-MG,MG,Palmeiras-SP,SP,0,2,2016,29,0
Flamengo-RJ,RJ,Santa Cruz-PE,PE,3,0,2016,29,1
Figueirense-SC,SC,Botafogo-RJ,RJ,0,1,2016,29,0
Chapecoense-SC,SC,Sport-PE,PE,3,0,2016,30,1
Coritiba-PR,PR,Figueirense-SC,SC,0,0,2016,30,0
Botafogo-RJ,RJ,Internacional-RS,RS,1,0,2016,30,1
Santa Cruz-PE,PE,Corinthians-SP,SP,2,4,2016,30,0
Atletico-MG,MG,America-MG,MG,3,0,2016,30,1
Palmeiras-SP,SP,Cruzeiro-MG,MG,0,0,2016,30,0
Ponte Preta-SP,SP,Vitoria-BA,BA,2,0,2016,30,1
Sao Paulo-SP,SP,Santos-SP,SP,0,1,2016,30,0
Gremio-RS,RS,Atletico-PR,PR,1,0,2016,30,1
Fluminense-RJ,RJ,Flamengo-RJ,RJ,1,2,2016,30,0
Botafogo-RJ,RJ,Atletico-MG,MG,3,2,2016,31,1
Internacional-RS,RS,Flamengo-RJ,RJ,2,1,2016,31,1
Figueirense-SC,SC,Palmeiras-SP,SP,1,2,2016,31,0
Atletico-PR,PR,Coritiba-PR,PR,2,0,2016,31,1
Cruzeiro-MG,MG,Chapecoense-SC,SC,0,0,2016,31,0
Corinthians-SP,SP,America-MG,MG,2,0,2016,31,1
Ponte Preta-SP,SP,Santa Cruz-PE,PE,3,0,2016,31,1
Santos-SP,SP,Gremio-RS,RS,1,1,2016,31,0
Sport-PE,PE,Vitoria-BA,BA,1,0,2016,31,1
Fluminense-RJ,RJ,Sao Paulo-SP,SP,1,2,2016,31,0
Santa Cruz-PE,PE,Botafogo-RJ,RJ,0,1,2016,32,0
Sao Paulo-SP,SP,Ponte Preta-SP,SP,2,0,2016,32,1
Vitoria-BA,BA,Cruzeiro-MG,MG,0,1,2016,32,0
Flamengo-RJ,RJ,Corinthians-SP,SP,2,2,2016,32,0
Palmeiras-SP,SP,Sport-PE,PE,2,1,2016,32,1
Gremio-RS,RS,Internacional-RS,RS,0,0,2016,32,0
Coritiba-PR,PR,Fluminense-RJ,RJ,1,1,2016,32,0
Atletico-MG,MG,Figueirense-SC,SC,3,0,2016,32,1
Chapecoense-SC,SC,Santos-SP,SP,0,1,2016,32,0
America-MG,MG,Atletico-PR,PR,1,0,2016,32,1
Sport-PE,PE,Ponte Preta-SP,SP,1,0,2016,33,1
Fluminense-RJ,RJ,Vitoria-BA,BA,2,2,2016,33,0
Corinthians-SP,SP,Chapecoense-SC,SC,1,1,2016,33,0
Atletico-MG,MG,Flamengo-RJ,RJ,2,2,2016,33,0
Atletico-PR,PR,Cruzeiro-MG,MG,1,0,2016,33,1
Botafogo-RJ,RJ,Coritiba-PR,PR,0,0,2016,33,0
Internacional-RS,RS,Santa Cruz-PE,PE,1,1,2016,33,0
Santos-SP,SP,Palmeiras-SP,SP,1,0,2016,33,1
Figueirense-SC,SC,Gremio-RS,RS,0,0,2016,33,0
America-MG,MG,Sao Paulo-SP,SP,1,0,2016,33,1
Flamengo-RJ,RJ,Botafogo-RJ,RJ,0,0,2016,34,0
Sao Paulo-SP,SP,Corinthians-SP,SP,4,0,2016,34,1
Ponte Preta-SP,SP,Santos-SP,SP,1,2,2016,34,0
Santa Cruz-PE,PE,America-MG,MG,1,0,2016,34,1
Cruzeiro-MG,MG,Fluminense-RJ,RJ,4,2,2016,34,1
Palmeiras-SP,SP,Internacional-RS,RS,1,0,2016,34,1
Vitoria-BA,BA,Atletico-PR,PR,3,2,2016,34,1
Coritiba-PR,PR,Atletico-MG,MG,2,0,2016,34,1
Chapecoense-SC,SC,Figueirense-SC,SC,1,0,2016,34,1
Gremio-RS,RS,Sport-PE,PE,0,3,2016,34,0
Fluminense-RJ,RJ,Atletico-PR,PR,1,1,2016,35,0
Botafogo-RJ,RJ,Chapecoense-SC,SC,0,2,2016,35,0
Coritiba-PR,PR,Santa Cruz-PE,PE,1,0,2016,35,1
Figueirense-SC,SC,Corinthians-SP,SP,1,1,2016,35,0
America-MG,MG,Flamengo-RJ,RJ,0,1,2016,35,0
Sport-PE,PE,Cruzeiro-MG,MG,0,1,2016,35,0
Santos-SP,SP,Vitoria-BA,BA,3,2,2016,35,1
Sao Paulo-SP,SP,Gremio-RS,RS,1,1,2016,35,0
Atletico-MG,MG,Palmeiras-SP,SP,1,1,2016,35,0
Internacional-RS,RS,Ponte Preta-SP,SP,1,1,2016,35,0
Atletico-PR,PR,Sport-PE,PE,2,0,2016,36,1
Vitoria-BA,BA,Figueirense-SC,SC,4,0,2016,36,1
Palmeiras-SP,SP,Botafogo-RJ,RJ,1,0,2016,36,1
Cruzeiro-MG,MG,Santos-SP,SP,2,2,2016,36,0
Gremio-RS,RS,America-MG,MG,3,0,2016,36,1
Ponte Preta-SP,SP,Fluminense-RJ,RJ,1,0,2016,36,1
Santa Cruz-PE,PE,Atletico-MG,MG,3,3,2016,36,0
Chapecoense-SC,SC,Sao Paulo-SP,SP,2,0,2016,36,1
Flamengo-RJ,RJ,Coritiba-PR,PR,2,2,2016,36,0
Corinthians-SP,SP,Internacional-RS,RS,1,0,2016,36,1
Botafogo-RJ,RJ,Ponte Preta-SP,SP,1,1,2016,37,0
America-MG,MG,Sport-PE,PE,2,2,2016,37,0
Corinthians-SP,SP,Atletico-PR,PR,0,0,2016,37,0
Flamengo-RJ,RJ,Santos-SP,SP,2,0,2016,37,1
Palmeiras-SP,SP,Chapecoense-SC,SC,1,0,2016,37,1
Atletico-MG,MG,Sao Paulo-SP,SP,1,2,2016,37,0
Internacional-RS,RS,Cruzeiro-MG,MG,1,0,2016,37,1
Figueirense-SC,SC,Fluminense-RJ,RJ,1,0,2016,37,1
Santa Cruz-PE,PE,Gremio-RS,RS,5,1,2016,37,1
Coritiba-PR,PR,Vitoria-BA,BA,0,1,2016,37,0
Vitoria-BA,BA,Palmeiras-SP,SP,1,2,2016,38,0
Fluminense-RJ,RJ,Internacional-RS,RS,1,1,2016,38,0
Sao Paulo-SP,SP,Santa Cruz-PE,PE,5,0,2016,38,1
Santos-SP,SP,America-MG,MG,1,0,2016,38,1
Cruzeiro-MG,MG,Corinthians-SP,SP,3,2,2016,38,1
Gremio-RS,RS,Botafogo-RJ,RJ,0,1,2016,38,0
Atletico-PR,PR,Flamengo-RJ,RJ,0,0,2016,38,0
Chapecoense-SC,SC,Atletico-MG,MG,-1,-1,2016,38,0
Ponte Preta-SP,SP,Coritiba-PR,PR,2,0,2016,38,1
Sport-PE,PE,Figueirense-SC,SC,2,0,2016,38,1
Flamengo-RJ,RJ,Atletico-MG,MG,1,1,2017,1,0
Corinthians-SP,SP,Chapecoense-SC,SC,1,1,2017,1,0
Fluminense-RJ,RJ,Santos-SP,SP,3,2,2017,1,1
Palmeiras-SP,SP,Vasco da Gama-RJ,RJ,4,0,2017,1,1
Cruzeiro-MG,MG,Sao Paulo-SP,SP,1,0,2017,1,1
Bahia-BA,BA,Atletico-PR,PR,6,2,2017,1,1
Ponte Preta-SP,SP,Sport-PE,PE,4,0,2017,1,1
Avai-SC,SC,Vitoria-BA,BA,0,0,2017,1,0
Gremio-RS,RS,Botafogo-RJ,RJ,2,0,2017,1,1
Coritiba-PR,PR,Atletico-GO,GO,4,1,2017,1,1
Santos-SP,SP,Coritiba-PR,PR,1,0,2017,2,1
Atletico-GO,GO,Flamengo-RJ,RJ,0,3,2017,2,0
Chapecoense-SC,SC,Palmeiras-SP,SP,1,0,2017,2,1
Vasco da Gama-RJ,RJ,Bahia-BA,BA,2,1,2017,2,1
Atletico-MG,MG,Fluminense-RJ,RJ,1,2,2017,2,0
Atletico-PR,PR,Gremio-RS,RS,0,2,2017,2,0
Vitoria-BA,BA,Corinthians-SP,SP,0,1,2017,2,0
Botafogo-RJ,RJ,Ponte Preta-SP,SP,2,0,2017,2,1
Sport-PE,PE,Cruzeiro-MG,MG,1,1,2017,2,0
Sao Paulo-SP,SP,Avai-SC,SC,2,0,2017,2,1
Vasco da Gama-RJ,RJ,Fluminense-RJ,RJ,3,2,2017,3,1
Sao Paulo-SP,SP,Palmeiras-SP,SP,2,0,2017,3,1
Vitoria-BA,BA,Coritiba-PR,PR,0,1,2017,3,0
Atletico-MG,MG,Ponte Preta-SP,SP,2,2,2017,3,0
Atletico-PR,PR,Flamengo-RJ,RJ,1,1,2017,3,0
Santos-SP,SP,Cruzeiro-MG,MG,0,1,2017,3,0
Atletico-GO,GO,Corinthians-SP,SP,0,1,2017,3,0
Sport-PE,PE,Gremio-RS,RS,4,3,2017,3,1
Botafogo-RJ,RJ,Bahia-BA,BA,1,0,2017,3,1
Chapecoense-SC,SC,Avai-SC,SC,2,0,2017,3,1
Coritiba-PR,PR,Atletico-PR,PR,1,0,2017,4,1
Fluminense-RJ,RJ,Vitoria-BA,BA,2,1,2017,4,1
Corinthians-SP,SP,Santos-SP,SP,2,0,2017,4,1
Flamengo-RJ,RJ,Botafogo-RJ,RJ,0,0,2017,4,0
Avai-SC,SC,Sport-PE,PE,1,0,2017,4,1
Ponte Preta-SP,SP,Sao Paulo-SP,SP,1,0,2017,4,1
Gremio-RS,RS,Vasco da Gama-RJ,RJ,2,0,2017,4,1
Palmeiras-SP,SP,Atletico-MG,MG,0,0,2017,4,0
Cruzeiro-MG,MG,Chapecoense-SC,SC,0,2,2017,4,0
Bahia-BA,BA,Atletico-GO,GO,3,0,2017,4,1
Fluminense-RJ,RJ,Atletico-PR,PR,1,1,2017,5,0
Atletico-MG,MG,Avai-SC,SC,1,0,2017,5,1
Coritiba-PR,PR,Palmeiras-SP,SP,1,0,2017,5,1
Santos-SP,SP,Botafogo-RJ,RJ,1,0,2017,5,1
Sport-PE,PE,Flamengo-RJ,RJ,2,0,2017,5,1
Vasco da Gama-RJ,RJ,Corinthians-SP,SP,2,5,2017,5,0
Atletico-GO,GO,Ponte Preta-SP,SP,3,0,2017,5,1
Sao Paulo-SP,SP,Vitoria-BA,BA,2,0,2017,5,1
Chapecoense-SC,SC,Gremio-RS,RS,3,6,2017,5,0
Bahia-BA,BA,Cruzeiro-MG,MG,1,0,2017,5,1
Palmeiras-SP,SP,Fluminense-RJ,RJ,3,1,2017,6,1
Vasco da Gama-RJ,RJ,Sport-PE,PE,2,1,2017,6,1
Botafogo-RJ,RJ,Coritiba-PR,PR,2,2,2017,6,0
Corinthians-SP,SP,Sao Paulo-SP,SP,3,2,2017,6,1
Vitoria-BA,BA,Atletico-MG,MG,2,0,2017,6,1
Ponte Preta-SP,SP,Chapecoense-SC,SC,3,2,2017,6,1
Avai-SC,SC,Flamengo-RJ,RJ,1,1,2017,6,0
Cruzeiro-MG,MG,Atletico-GO,GO,2,0,2017,6,1
Atletico-PR,PR,Santos-SP,SP,0,2,2017,6,0
Gremio-RS,RS,Bahia-BA,BA,1,0,2017,6,1
Atletico-MG,MG,Atletico-PR,PR,0,1,2017,7,0
